step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
506,PAYMENT,15934.39,C380477683,35566.21,19631.82,C553626970,512570.95,528505.34,0,0
367,CASH_IN,15119.5,C291735734,687493.83,672374.33,M709938401,0.0,0.0,0,0
144,CASH_IN,852.64,C723403479,7939.9,7087.26,C652719151,42203.61,43056.25,0,0
69,CASH_OUT,3795.04,C385042337,10356.98,6561.94,C552230665,86184.2,89979.24,0,0
99,CASH_IN,6869.91,C141078352,148710.69,141840.78,C386279849,804386.55,811256.46,0,0
396,PAYMENT,12065.65,C216396351,5033.91,0.0,C121906773,4410.69,16476.34,0,0
25,TRANSFER,5684.2,C740563507,94053.94,88369.74,C847279721,92907.4,98591.6,0,0
469,TRANSFER,38672.01,C566609283,145522.05,106850.04,C604336426,40617.44,79289.45,0,0
484,CASH_IN,9481.7,C471178705,19417.96,9936.26,C731348637,439831.35,449313.05,0,0
565,CASH_IN,15808.01,C882269302,13366.44,0.0,C123876200,1387682.71,1403490.72,0,0
151,CASH_OUT,3333.37,C944420824,3575.65,242.28,C439854673,6249.51,9582.88,0,0
144,CASH_IN,16157.18,C436808455,12306.42,0.0,C505592654,307238.58,323395.76,0,0
569,PAYMENT,147943.31,C568574364,186378.68,38435.37,M712412455,0.0,0.0,0,0
39,CASH_OUT,17852.13,C750911797,320139.13,302287.0,M519082280,0.0,0.0,0,0
109,PAYMENT,42383.87,C649136331,68005.61,25621.74,C446197308,1128754.75,1171138.62,0,0
693,CASH_IN,5232.66,C224173718,17519.93,12287.27,M714758692,0.0,0.0,0,0
42,CASH_OUT,32414.76,C513600440,69329.08,36914.32,C204932137,532345.37,564760.13,0,0
186,PAYMENT,36951.18,C719106699,11653.39,0.0,M967934041,0.0,0.0,0,0
398,PAYMENT,11709.7,C304095531,85664.14,73954.44,C624371079,35724.28,47433.98,0,0
223,CASH_OUT,7243.6,C373506211,266658.53,259414.93,M207435042,0.0,0.0,0,0
634,CASH_OUT,860.38,C147659674,23606.82,22746.44,C841809534,1509199.51,1510059.89,0,0
133,CASH_IN,7718.87,C861052404,12013.76,4294.89,C824895234,1433.56,9152.43,0,0
163,CASH_IN,18917.36,C568213197,22574.24,3656.88,C321092375,431053.96,449971.32,0,0
215,CASH_OUT,2571.22,C101815992,527034.99,524463.77,C460742313,5934128.99,5936700.21,0,0
733,CASH_IN,1205.77,C658260221,15913206.24,15912000.47,M633361273,0.0,0.0,0,0
235,CASH_IN,9442.04,C965984448,219074.5,209632.46,C639843588,1403889.68,1413331.72,0,0
658,PAYMENT,11452.91,C678158427,51724.44,40271.53,C971295506,847431.64,858884.55,0,0
588,CASH_IN,1073.78,C837507241,8543.96,7470.18,C921309304,146152.95,147226.73,0,0
9,TRANSFER,8614.12,C872482077,7546.69,0.0,C816601935,369426.45,378040.57,0,0
74,PAYMENT,12517.61,C896662826,140829.89,128312.28,M464577685,0.0,0.0,0,0
492,CASH_OUT,58803.43,C891388192,12586.71,0.0,M278914614,0.0,0.0,0,0
253,TRANSFER,3964.84,C820081872,462762.01,458797.17,C760166400,1932477.46,1936442.3,0,0
230,PAYMENT,185281.69,C311564862,17914.68,0.0,C421608113,160729.86,346011.55,0,0
519,CASH_OUT,8785.24,C491079829,1031090.96,1022305.72,C490127233,357623.36,366408.6,0,0
174,PAYMENT,1335.53,C563102056,26405.94,25070.41,C568141917,23858.02,25193.55,0,0
653,PAYMENT,4938.03,C175133802,577741.22,572803.19,C316636672,1525.62,6463.65,0,0
168,CASH_IN,1526.5,C813219781,230046.3,228519.8,C633597839,15403.14,16929.64,0,0
170,PAYMENT,6305.28,C454549587,325743.95,319438.67,C782303013,6314424.31,6320729.59,0,0
393,CASH_OUT,16361.72,C769108025,52204.97,35843.25,C945195456,590311.69,606673.41,0,0
634,PAYMENT,12116.01,C437064353,15859.98,3743.97,M180875500,0.0,0.0,0,0
194,PAYMENT,1487.44,C812306873,450904.13,449416.69,C675347404,511317.5,512804.94,0,0
517,CASH_OUT,1234.3,C233815413,2161434.27,2160199.97,C329866763,379157.51,380391.81,0,0
29,PAYMENT,15200.5,C872830248,8064.73,0.0,C408545686,4439.04,19639.54,0,0
165,CASH_IN,21293.32,C422468580,154987.26,133693.94,M384708123,0.0,0.0,0,0
422,CASH_OUT,3891.71,C644518647,153815.34,149923.63,C151036409,3582.41,7474.12,0,0
339,PAYMENT,180.1,C432091877,83416.82,83236.72,C419245200,46281.59,46461.69,0,0
648,CASH_OUT,1425.68,C816070802,1047855.17,1046429.49,M715813155,0.0,0.0,0,0
496,CASH_OUT,35576.85,C538508549,12694.16,0.0,C531673580,243321.92,278898.77,0,0
365,PAYMENT,2676.34,C450236225,538601.14,535924.8,C963935915,248193.77,250870.11,0,0
342,CASH_OUT,4813.37,C532074125,34381.91,29568.54,C342543219,399.27,5212.64,0,0
500,CASH_IN,18583.13,C848621833,559.52,0.0,C770629385,1905364.92,1923948.05,0,0
657,CASH_OUT,5118.39,C417457352,3245.73,0.0,M897669938,0.0,0.0,0,0
511,CASH_IN,65915.86,C695295870,64304.18,0.0,C198738972,1116493.79,1182409.65,0,0
327,CASH_OUT,4627.84,C236674237,687051.51,682423.67,C870631850,173910.72,178538.56,0,0
217,TRANSFER,2228.36,C305986733,520549.02,518320.66,C720830274,231438.79,233667.15,0,0
301,PAYMENT,47734.43,C551450815,73920.27,26185.84,C201719440,9240.04,56974.47,0,0
132,CASH_IN,8705.49,C813962536,6059.65,0.0,M735509839,0.0,0.0,0,0
70,CASH_OUT,1607.45,C507104143,5349.74,3742.29,C461677118,105860.58,107468.03,0,0
252,PAYMENT,16444.34,C827264603,138838.27,122393.93,M393523362,0.0,0.0,0,0
415,CASH_OUT,5210.91,C903303363,55020.02,49809.11,C172230370,66080.14,71291.05,0,0
445,TRANSFER,1452.74,C286860433,417450.8,415998.06,C708197748,38621.66,40074.4,0,0
182,PAYMENT,9345.72,C760904107,30817.98,21472.26,C960266563,26720.39,36066.11,0,0
167,PAYMENT,6392.34,C711072118,12785.78,6393.44,M670225257,0.0,0.0,0,0
91,CASH_IN,644.76,C423142470,34323.76,33679.0,C610315526,135513.74,136158.5,0,0
714,PAYMENT,1654.1,C536019893,58327.58,56673.48,C558601461,27845.41,29499.51,0,0
531,CASH_IN,132988.57,C688343096,1027.13,0.0,C325205711,110504.21,243492.78,0,0
39,PAYMENT,9154.17,C995205588,154177.76,145023.59,C472928235,36107.99,45262.16,0,0
126,CASH_IN,61084.03,C100435874,79650.38,18566.35,C954324560,23002.48,84086.51,0,0
451,PAYMENT,12877.38,C426283245,397942.7,385065.32,C182314758,6659.33,19536.71,0,0
173,PAYMENT,51828.94,C408071259,284932.42,233103.48,C799582326,10745.67,62574.61,0,0
653,CASH_OUT,18650.4,C325681936,522607.66,503957.26,C984482965,146463.33,165113.73,0,0
220,CASH_IN,1959.62,C561588882,1726137.18,1724177.56,C424105761,2827.06,4786.68,0,0
638,PAYMENT,20135.46,C943702118,79151.47,59016.01,C641852570,30178.92,50314.38,0,0
58,PAYMENT,1940.76,C722753913,725.38,0.0,C963424487,593668.56,595609.32,0,0
660,TRANSFER,32664.81,C751397897,335200.15,302535.34,C422024863,1160055.88,1192720.69,0,0
476,CASH_OUT,11232.72,C802984810,658869.14,647636.42,C564834095,341227.54,352460.26,0,0
456,CASH_IN,8334.5,C446012478,37993.77,29659.27,C812381203,832198.75,840533.25,0,0
361,DEBIT,4197.33,C599277266,1060.93,0.0,C679764298,169282.01,173479.34,0,0
1,CASH_IN,26840.44,C574364121,479121.17,452280.73,C436460186,19824.49,46664.93,0,0
387,CASH_IN,6396.59,C574765466,57601.84,51205.25,M314831026,0.0,0.0,0,0
348,PAYMENT,461.81,C825449223,4149.77,3687.96,C544866541,430796.23,431258.04,0,0
190,CASH_OUT,619.32,C329460134,35069.1,34449.78,C531967365,55275.96,55895.28,0,0
505,CASH_IN,1207.24,C648868899,59288.84,58081.6,M369793513,0.0,0.0,0,0
191,CASH_OUT,26272.3,C608079792,35045.75,8773.45,C771049849,148551.94,174824.24,0,0
508,CASH_OUT,29447.84,C952266893,21785.19,0.0,C653373498,1569327.91,1598775.75,0,0
369,CASH_IN,13193.72,C954725078,401871.89,388678.17,C586650508,76736.85,89930.57,0,0
409,CASH_OUT,12985.82,C890232588,892954.6,879968.78,C821082322,372.93,13358.75,0,0
117,TRANSFER,70912.5,C282204745,2852946.25,2782033.75,M919739832,0.0,0.0,0,0
134,CASH_IN,13551.77,C807435606,8042.93,0.0,M687940745,0.0,0.0,0,0
58,CASH_IN,21102.87,C191048514,807389.61,786286.74,C293918682,396377.37,417480.24,0,0
556,CASH_IN,7973.5,C404713332,87710.4,79736.9,C119975163,367069.6,375043.1,0,0
685,CASH_IN,4057.89,C653462378,126953.99,122896.1,C774142288,3531114.82,3535172.71,0,0
672,CASH_IN,5322.23,C812807629,679299.48,673977.25,C855196603,133463.46,138785.69,0,0
173,PAYMENT,175633.24,C779615069,54187.73,0.0,C654291422,438888.85,614522.09,0,0
149,CASH_OUT,1587.51,C764926227,41562.6,39975.09,C300294656,212665.94,214253.45,0,0
80,CASH_IN,12983.93,C459905654,14957.02,1973.09,C719380774,943685.56,956669.49,0,0
213,CASH_IN,834.57,C200273738,5806.55,4971.98,M636015820,0.0,0.0,0,0
203,PAYMENT,3242.91,C978775497,16901.5,13658.59,C328656334,42009.36,45252.27,0,0
229,CASH_OUT,25867.41,C906528433,84305.29,58437.88,C809535264,99336.47,125203.88,0,0
676,PAYMENT,536.49,C352188235,54144.76,53608.27,C984664477,178706.27,179242.76,0,0
227,CASH_OUT,31480.04,C822408848,27966.55,0.0,C896939776,14358.32,45838.36,0,0
659,TRANSFER,174785.61,C433310361,29747.03,0.0,C601754527,294414.74,469200.35,0,0
532,TRANSFER,14013.0,C341206079,490258.2,476245.2,M387694035,0.0,0.0,0,0
441,CASH_OUT,53791.52,C966040317,85073.31,31281.79,C784968212,40724.88,94516.4,0,0
402,PAYMENT,11755.27,C313814138,8211.06,0.0,C672003029,23288.39,35043.66,0,0
47,CASH_OUT,23544.16,C258220114,67225.08,43680.92,C968585704,358931.11,382475.27,0,0
233,CASH_IN,16004.89,C126226563,205292.82,189287.93,C759730914,223798.16,239803.05,0,0
305,CASH_OUT,3770.32,C149621604,405505.21,401734.89,C925835412,259624.59,263394.91,0,0
526,PAYMENT,3296.04,C362897676,185031.11,181735.07,C565708117,8915.14,12211.18,0,0
143,PAYMENT,47676.1,C610173760,326788.0,279111.9,C707862900,38732063.39,38779739.49,0,0
415,CASH_OUT,7605.9,C756350429,164739.23,157133.33,M880196990,0.0,0.0,0,0
513,PAYMENT,6550.8,C925159146,1081.65,0.0,C772976789,919219.52,925770.32,0,0
373,CASH_OUT,6350.38,C178198716,43452.99,37102.61,C164297440,38752.44,45102.82,0,0
566,PAYMENT,12830.88,C588999385,49985.24,37154.36,C660782698,68583967.44,68596798.32,0,0
259,CASH_OUT,1368.84,C545002643,3536778.03,3535409.19,C315444177,391812.67,393181.51,0,0
656,PAYMENT,6165.87,C776205431,273417.25,267251.38,C491136945,1374601.63,1380767.5,0,0
471,CASH_IN,12911.05,C718121922,33459.99,20548.94,M596591297,0.0,0.0,0,0
12,CASH_IN,1189.6,C308773243,12766.65,11577.05,C258638580,1225.87,2415.47,0,0
330,CASH_IN,11090.54,C871318048,30089.02,18998.48,C358099562,203766.69,214857.23,0,0
736,TRANSFER,2108.14,C847704681,11887.14,9779.0,M261568779,0.0,0.0,0,0
358,CASH_OUT,12947.48,C512293741,4684113.04,4671165.56,M901476885,0.0,0.0,0,0
408,CASH_OUT,206440.59,C630833445,58073.4,0.0,C835842393,1734328.31,1940768.9,0,0
668,PAYMENT,6759.5,C529123992,311657.53,304898.03,C921981667,256366.31,263125.81,0,0
373,CASH_IN,1606.88,C361976301,167824.22,166217.34,C422418550,813758.85,815365.73,0,0
8,TRANSFER,11563.69,C258453521,222942.4,211378.71,M567495148,0.0,0.0,0,0
122,CASH_OUT,16503.29,C804436922,10287.74,0.0,C540513606,4771.82,21275.11,0,0
348,PAYMENT,1987.47,C838328947,868521.12,866533.65,C442151243,25657.6,27645.07,0,0
676,CASH_OUT,615.4,C105953697,50179.34,49563.94,C991435903,36858.42,37473.82,0,0
90,CASH_IN,1996.62,C906341966,1203569.53,1201572.91,C169178531,25721.07,27717.69,0,0
648,PAYMENT,7536.19,C926830795,140271.79,132735.6,M780674456,0.0,0.0,0,0
698,CASH_OUT,4092.98,C214447237,1998605.51,1994512.53,C318568778,23978.25,28071.23,0,0
316,PAYMENT,40791.99,C935822550,198915.5,158123.51,C542852340,67434.89,108226.88,0,0
178,PAYMENT,17600.27,C556497252,41306.59,23706.32,C386619011,21150.3,38750.57,0,0
540,CASH_IN,9442.52,C334978881,995747.6,986305.08,C984452639,27636864.85,27646307.37,0,0
732,CASH_OUT,591.44,C288856883,78953.99,78362.55,M408211790,0.0,0.0,0,0
41,CASH_IN,20860.31,C963406382,175635.75,154775.44,M793683022,0.0,0.0,0,0
740,PAYMENT,157749.86,C847229579,71575.25,0.0,M272426088,0.0,0.0,0,0
704,CASH_IN,29538.79,C656152900,20294.95,0.0,M375357476,0.0,0.0,0,0
502,CASH_IN,3021.35,C598806645,43527.78,40506.43,C837504834,100292.55,103313.9,0,0
145,CASH_OUT,6604.27,C153921577,248525.67,241921.4,C745568239,892220.32,898824.59,0,0
201,CASH_OUT,16132.97,C698509918,418458.17,402325.2,M353542478,0.0,0.0,0,0
724,CASH_IN,64860.35,C367574609,1054.4,0.0,C535795238,193809.36,258669.71,0,0
461,CASH_OUT,2811.22,C230307805,113621.63,110810.41,C356069631,1968.27,4779.49,0,0
732,CASH_IN,4030.83,C590122159,51236.04,47205.21,M221932595,0.0,0.0,0,0
558,CASH_IN,7595.04,C243171768,3864.97,0.0,C261020740,7270.31,14865.35,0,0
547,CASH_IN,6660.67,C960514523,332708.57,326047.9,C306068248,3378051.4,3384712.07,0,0
253,CASH_OUT,26596.62,C598906879,2220592.25,2193995.63,C129747132,1049784.1,1076380.72,0,0
390,CASH_OUT,12009.42,C816806128,1159320.31,1147310.89,M363696611,0.0,0.0,0,0
594,PAYMENT,996.49,C670298515,563.08,0.0,C955820291,1317122.76,1318119.25,0,0
256,CASH_OUT,3025.49,C700141462,114583.5,111558.01,C988230184,21426.32,24451.81,0,0
709,CASH_IN,3158.98,C739362057,16328.59,13169.61,C433440399,3188593.45,3191752.43,0,0
450,CASH_IN,292.25,C440696084,24429.33,24137.08,M598387685,0.0,0.0,0,0
10,PAYMENT,32677.92,C910943524,36157.5,3479.58,C621175333,101049.56,133727.48,0,0
242,CASH_IN,9883.65,C575209597,702.55,0.0,C701107527,1238779.44,1248663.09,0,0
251,CASH_OUT,3601.05,C757830420,976.1,0.0,M568294151,0.0,0.0,0,0
5,CASH_OUT,31379.66,C975106572,70996.85,39617.19,M553139585,0.0,0.0,0,0
119,TRANSFER,12733.53,C872314530,98263.17,85529.64,M794627259,0.0,0.0,0,0
374,TRANSFER,1177.11,C642001424,40507.91,39330.8,C139732456,115178.42,116355.53,0,0
65,PAYMENT,20219.22,C558209399,4927.35,0.0,M316885657,0.0,0.0,0,0
146,TRANSFER,63541.25,C991816852,26685.44,0.0,M271109874,0.0,0.0,0,0
224,PAYMENT,6569.25,C688273030,1078282.7,1071713.45,C392822240,18135.91,24705.16,0,0
239,CASH_OUT,7327.77,C578796089,28983.29,21655.52,C246491273,10869.84,18197.61,0,0
177,CASH_OUT,9524.67,C270894498,21903.63,12378.96,C131290846,47101.6,56626.27,0,0
282,TRANSFER,1303.96,C898493949,710510.04,709206.08,C377451497,389170.84,390474.8,0,0
63,CASH_OUT,10017.91,C609677794,38890.6,28872.69,C947901530,270983.44,281001.35,0,0
217,PAYMENT,2127.61,C583258726,233483.38,231355.77,M962792554,0.0,0.0,0,0
689,PAYMENT,8024.15,C378304807,150498.16,142474.01,C398255403,801172.51,809196.66,0,0
461,CASH_IN,10392.48,C907214179,10051.78,0.0,C807242295,145631.29,156023.77,0,0
610,PAYMENT,17965.07,C365471644,8255.12,0.0,M691316191,0.0,0.0,0,0
105,CASH_OUT,18983.7,C784683755,4040.73,0.0,M288962695,0.0,0.0,0,0
99,CASH_OUT,2015.18,C397760792,7947.52,5932.34,C791805218,22609.42,24624.6,0,0
511,PAYMENT,10736.67,C922286180,313007.47,302270.8,C145346658,11195.94,21932.61,0,0
385,CASH_IN,34000.71,C935021998,11572.66,0.0,C875750551,316520.62,350521.33,0,0
405,PAYMENT,1436.44,C659741412,45441.51,44005.07,C621668838,105919.31,107355.75,0,0
518,CASH_IN,111041.01,C620332086,34087.57,0.0,M939917094,0.0,0.0,0,0
476,CASH_OUT,1884.41,C772966010,127924.12,126039.71,M121376851,0.0,0.0,0,0
709,CASH_IN,93075.33,C356888294,3907.05,0.0,C159407206,54074.95,147150.28,0,0
645,PAYMENT,1934.77,C394846763,538263.48,536328.71,M190118660,0.0,0.0,0,0
437,CASH_OUT,7447.77,C572309605,1058540.93,1051093.16,C437052680,2457535.82,2464983.59,0,0
23,PAYMENT,6067.14,C183197117,56936.54,50869.4,C745962806,684067.5,690134.64,0,0
565,CASH_IN,1042.93,C866162966,679.09,0.0,M419952703,0.0,0.0,0,0
677,CASH_IN,23093.13,C406798268,10740.87,0.0,M168270327,0.0,0.0,0,0
714,CASH_OUT,24941.83,C351785565,112647.77,87705.94,C537020273,208988.23,233930.06,0,0
458,CASH_IN,20529.38,C391751878,126032.22,105502.84,C490234548,269643.82,290173.2,0,0
83,CASH_OUT,5581.89,C460613550,35754.98,30173.09,C821202394,312766.25,318348.14,0,0
145,CASH_OUT,2828.11,C443285529,541031.75,538203.64,M805910729,0.0,0.0,0,0
85,PAYMENT,42139.24,C679984033,18911.41,0.0,C196965642,1340177.79,1382317.03,0,0
78,CASH_IN,11160.83,C186519602,428571.8,417410.97,C526162812,50328.89,61489.72,0,0
457,CASH_IN,2606.0,C248578017,59994.54,57388.54,C877640817,16530.54,19136.54,0,0
1,CASH_OUT,11179.15,C261953189,19299.41,8120.26,M250925319,0.0,0.0,0,0
51,CASH_OUT,657.17,C348315126,258626.23,257969.06,C353447260,180496.57,181153.74,0,0
685,PAYMENT,9525.05,C511281012,54839.91,45314.86,C220186460,13826.91,23351.96,0,0
717,CASH_OUT,21669.51,C845122940,353256.35,331586.84,M713077996,0.0,0.0,0,0
446,CASH_OUT,6191.22,C264073400,20030029.41,20023838.19,C888642330,2311.63,8502.85,0,0
449,CASH_OUT,23537.74,C858511779,9246.71,0.0,C637137765,6857088.14,6880625.88,0,0
488,PAYMENT,27442.02,C329730155,348565.95,321123.93,C229539022,10476.89,37918.91,0,0
34,CASH_OUT,12246.23,C168965204,214465.2,202218.97,C660447662,44160.82,56407.05,0,0
348,PAYMENT,114933.04,C545461013,2102464.4,1987531.36,C813197718,51264.83,166197.87,0,0
95,CASH_OUT,61755.21,C537656494,372612.92,310857.71,M990112199,0.0,0.0,0,0
72,CASH_OUT,20764.48,C455281184,1391475.85,1370711.37,M723220947,0.0,0.0,0,0
551,CASH_IN,13803.69,C682624278,8370.26,0.0,C932274313,19297.79,33101.48,0,0
154,CASH_OUT,5516.2,C600282414,4669.65,0.0,C663993780,140889.67,146405.87,0,0
250,PAYMENT,3069.46,C546434187,9124.83,6055.37,M370376840,0.0,0.0,0,0
674,CASH_OUT,26801.92,C166857303,43752.77,16950.85,C633060309,352798.2,379600.12,0,0
438,PAYMENT,6010.54,C322086735,950770.74,944760.2,C196903897,18225.6,24236.14,0,0
118,CASH_OUT,1770.23,C994310083,1485842.6,1484072.37,M355633079,0.0,0.0,0,0
306,CASH_OUT,2432.71,C551125671,28864.08,26431.37,C744053238,211088.48,213521.19,0,0
268,PAYMENT,2965.25,C518197538,47836.51,44871.26,C231293747,3058940.86,3061906.11,0,0
54,TRANSFER,112457.26,C926561919,5744.96,0.0,C930207388,115037.68,227494.94,0,0
236,CASH_OUT,28904.19,C727150493,69253.96,40349.77,C966173833,139955.75,168859.94,0,0
389,PAYMENT,8530.59,C846812123,40278.76,31748.17,M436521776,0.0,0.0,0,0
734,CASH_IN,15076.99,C120972273,40511.59,25434.6,C453568052,1989385.38,2004462.37,0,0
401,PAYMENT,17944.61,C922050912,635046.74,617102.13,C993712000,640292.07,658236.68,0,0
624,CASH_IN,2201.98,C718142807,134540.24,132338.26,M727415497,0.0,0.0,0,0
303,CASH_OUT,1406.2,C508431021,4381.47,2975.27,C891601510,34305344.47,34306750.67,0,0
207,TRANSFER,39234.58,C612153089,364.89,0.0,C518706339,45121.13,84355.71,0,0
229,PAYMENT,1070.0,C106330865,180583.09,179513.09,C965265838,56938.73,58008.73,0,0
578,CASH_OUT,7893.94,C477698143,95296.27,87402.33,C903560704,1118640.96,1126534.9,0,0
75,CASH_IN,2744.65,C420632895,127427.29,124682.64,M898819864,0.0,0.0,0,0
435,PAYMENT,11287.89,C909037759,95321.09,84033.2,C353336580,18839.02,30126.91,0,0
103,PAYMENT,5543.72,C518744974,6068.59,524.87,M554052132,0.0,0.0,0,0
422,CASH_IN,18051.31,C997356828,40964.14,22912.83,M334084722,0.0,0.0,0,0
704,PAYMENT,252.97,C549920675,32490.62,32237.65,C254917225,20947.74,21200.71,0,0
738,CASH_OUT,43521.28,C677909930,50892.42,7371.14,M214690674,0.0,0.0,0,0
306,PAYMENT,24418.0,C902638839,346874.78,322456.78,C288070455,60569.7,84987.7,0,0
98,CASH_OUT,36949.89,C888807316,18867.75,0.0,C329897397,2530.21,39480.1,0,0
335,CASH_IN,31088.12,C686405096,5931.34,0.0,C394792954,599342.59,630430.71,0,0
435,TRANSFER,12973.93,C958851904,873177.91,860203.98,C571883135,3854.85,16828.78,0,0
447,PAYMENT,3096.34,C747737533,13897.67,10801.33,C538489918,37783.62,40879.96,0,0
308,PAYMENT,15640.94,C336801619,600109.72,584468.78,M373058902,0.0,0.0,0,0
249,CASH_OUT,12510.27,C624232414,4425630.89,4413120.62,M732950344,0.0,0.0,0,0
166,CASH_OUT,30177.24,C335602191,1219795.85,1189618.61,C160049440,1448898.93,1479076.17,0,0
481,TRANSFER,20588.23,C393062061,226157.84,205569.61,C626518516,47728.86,68317.09,0,0
335,CASH_OUT,9333.32,C567975319,40281.01,30947.69,C672809021,2653986.58,2663319.9,0,0
542,PAYMENT,15517.01,C621454127,371818.79,356301.78,M502336411,0.0,0.0,0,0
106,CASH_IN,17722.59,C131165166,57192.62,39470.03,C851208813,18538.46,36261.05,0,0
563,CASH_IN,41460.45,C517532243,1015459.31,973998.86,C221291327,534205.31,575665.76,0,0
81,PAYMENT,109515.5,C460916347,214716.14,105200.64,C439828493,5958254.55,6067770.05,0,0
133,PAYMENT,19843.33,C818197581,127599.12,107755.79,C685989264,64788.54,84631.87,0,0
138,PAYMENT,17846.45,C829223044,66073.15,48226.7,C555031725,20168.39,38014.84,0,0
184,TRANSFER,5799.38,C956998797,22285.23,16485.85,M609870729,0.0,0.0,0,0
401,PAYMENT,4841.71,C534131719,59604.22,54762.51,C833084825,5049.16,9890.87,0,0
330,PAYMENT,2727.84,C877583839,107543.25,104815.41,M364512739,0.0,0.0,0,0
508,CASH_OUT,66.71,C277215428,35814.55,35747.84,C398214359,7299.34,7366.05,0,0
69,CASH_OUT,2301.19,C601856351,108665.24,106364.05,C942106991,587172.41,589473.6,0,0
546,PAYMENT,6253.56,C237039296,429859.43,423605.87,C255597570,95535.83,101789.39,0,0
53,TRANSFER,5118.46,C768143326,104311.96,99193.5,C489766149,651873.2,656991.66,0,0
450,CASH_IN,16073.16,C673510887,20561.61,4488.45,M610265498,0.0,0.0,0,0
205,TRANSFER,2425.92,C128955006,241.94,0.0,C868446134,429908.85,432334.77,0,0
126,PAYMENT,2591.51,C523076025,678418.44,675826.93,C494857051,22578.21,25169.72,0,0
43,CASH_IN,340.17,C735540030,47994.67,47654.5,M981934350,0.0,0.0,0,0
111,CASH_IN,16434.6,C706011277,89404.55,72969.95,C430896521,43782.82,60217.42,0,0
663,PAYMENT,2139.33,C811890569,178079.55,175940.22,C122628256,550855.9,552995.23,0,0
183,CASH_OUT,2768.3,C129100607,178170.49,175402.19,C792990377,122028.11,124796.41,0,0
95,PAYMENT,18903.85,C190137896,272546.26,253642.41,C750488622,1475565.54,1494469.39,0,0
374,CASH_IN,2155.77,C790147183,450297.45,448141.68,C137376338,98337.73,100493.5,0,0
520,CASH_OUT,14335.67,C560219456,271327.09,256991.42,C893978083,36423.8,50759.47,0,0
360,TRANSFER,1326.19,C245706210,117.44,0.0,C811056998,213415.2,214741.39,0,0
696,CASH_OUT,7850.35,C595744935,131394.5,123544.15,C957856711,17700209.2,17708059.55,0,0
281,CASH_IN,3247.12,C295130056,99706.98,96459.86,C158703982,1403954.18,1407201.3,0,0
195,PAYMENT,5434.69,C153992714,36112.63,30677.94,C841614639,32769.02,38203.71,0,0
195,CASH_IN,78238.72,C379340713,156226.43,77987.71,M946970463,0.0,0.0,0,0
667,PAYMENT,693.03,C507059676,62348.96,61655.93,C821123501,42986.51,43679.54,0,0
93,TRANSFER,68433.38,C451492250,19227.26,0.0,C357349965,28526.28,96959.66,0,0
672,PAYMENT,2042.31,C327268503,710337.56,708295.25,M371638319,0.0,0.0,0,0
61,CASH_OUT,29840.53,C588229686,120039.49,90198.96,M693487068,0.0,0.0,0,0
634,PAYMENT,40174.01,C450948014,84540.69,44366.68,M513057975,0.0,0.0,0,0
51,CASH_OUT,15455.08,C462388455,927.89,0.0,M432074523,0.0,0.0,0,0
403,CASH_OUT,1302.88,C917364173,4228104.92,4226802.04,C786066323,181256.27,182559.15,0,0
5,PAYMENT,12193.33,C507083673,1438.49,0.0,C852281566,51205.86,63399.19,0,0
466,CASH_IN,376752.36,C398775766,170827.19,0.0,M489612690,0.0,0.0,0,0
604,PAYMENT,8240.81,C907464398,249183.8,240942.99,C972147112,40252.63,48493.44,0,0
682,PAYMENT,6965.85,C993271900,1605324.05,1598358.2,M835779800,0.0,0.0,0,0
534,PAYMENT,6029.47,C552651788,8748.79,2719.32,C231054233,41203.95,47233.42,0,0
405,CASH_OUT,17559.41,C370874491,11878.15,0.0,C674355978,578565.79,596125.2,0,0
513,TRANSFER,7109.8,C996478772,296782.02,289672.22,C353813127,90673.84,97783.64,0,0
645,PAYMENT,12417.79,C187946147,220104.56,207686.77,C575026390,2227.06,14644.85,0,0
233,TRANSFER,5226.59,C604988121,1800541.58,1795314.99,C517117581,95997.62,101224.21,0,0
524,CASH_OUT,1712.37,C120812641,526929.84,525217.47,C108446160,446914.4,448626.77,0,0
346,CASH_OUT,263841.45,C904258674,30430.17,0.0,M521954302,0.0,0.0,0,0
46,CASH_IN,7009.51,C679196799,47948.8,40939.29,M374377213,0.0,0.0,0,0
546,PAYMENT,982246.22,C155926488,170423.71,0.0,M423076194,0.0,0.0,0,0
78,CASH_OUT,15327.02,C475767056,2816.04,0.0,C196905548,3401665.9,3416992.92,0,0
730,CASH_OUT,19929.84,C340756713,183905.3,163975.46,C983375690,1635283.12,1655212.96,0,0
73,CASH_IN,5095.3,C798086909,212533.35,207438.05,C912466001,202332.22,207427.52,0,0
249,PAYMENT,3329.46,C173678414,11847.7,8518.24,M352823740,0.0,0.0,0,0
47,PAYMENT,5271.1,C938842599,39105.96,33834.86,C419355409,194895.61,200166.71,0,0
121,CASH_OUT,2325.13,C799816232,1136.79,0.0,M325900773,0.0,0.0,0,0
214,PAYMENT,2024.3,C143226844,383763.86,381739.56,C272042677,2048070.54,2050094.84,0,0
239,DEBIT,117818.62,C909851739,138124.52,20305.9,C571207136,2262640.42,2380459.04,0,0
56,CASH_OUT,26893.2,C133318206,4388.9,0.0,M777909802,0.0,0.0,0,0
